Opportunity Name,Opportunity Owner,Account Name,SDR Owner,Opportunity Source,Amount,Created Date,Discovery Date,Evaluation Date,Negotiation Date,Close Date,Stage Duration,Last Stage Change Date,Annual Revenue,Opportunity Owner: Manager,Opp Set Type,Stage,Account Segment,Recurring ARR,Primary Contact: P Level,Industry,First NB Opp?,Account: Last Activity,Last Activity,Discount Amount,Discount Percentage,Recurring Discount Percentage,Opportunity BPS,Type,Opportunity Record Type,Opportunity ID (18 Char),Probability (%),Contract Term (Month),Payment Terms,Invoice Frequency
Riverbend Plumbing - CL 279,Lauren Park,Riverbend Plumbing,Avery Greene,Outbound,66000,2025-05-26,2025-05-29,2025-06-25,2025-07-17,2025-10-23,4,2025-06-03,23064727,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,51000,C-Level,Sheet Metal Contractor,false,2026-04-27,2026-05-08,6600,10%,10%,22.11,New Business,New Business,006DEMO00000000278,0,12,Net 30,Annual
Steeplechase Electric - NB 280,Eddie Coleman,Steeplechase Electric,,Event,78000,2026-04-16,2026-04-17,2026-05-03,2026-07-14,2026-09-03,37,2026-04-24,15993644,Kevin Brand,Event,Discovery,MM,68200,VP,Electrical Contractor,true,2026-04-29,2026-05-11,0,0%,0%,42.64,New Business,New Business,006DEMO00000000279,25,12,Net 30,Monthly
Steeplechase Electric - CL 281,Lauren Park,Steeplechase Electric,Avery Greene,Outbound,28000,2025-10-27,2025-10-31,2025-11-26,2026-01-01,2025-12-09,37,2025-11-11,61939377,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,25400,Manager,Industrial Services,false,2026-05-11,2026-05-12,0,0%,0%,4.1,New Business,New Business,006DEMO00000000280,0,12,Net 30,Monthly
Cornerstone Mechanical - NB 282,Jamal Whitfield,Cornerstone Mechanical,,Inbound,37000,2026-06-09,2026-06-10,2026-06-27,2026-08-11,2026-08-26,34,2026-06-13,58764102,Kevin Brand,AE Set - Inbound,Discovery,MM,33900,Director,Plumbing Contractor,false,2026-05-06,2026-05-11,3700,10%,10%,5.77,New Business,New Business,006DEMO00000000281,25,12,Net 30,Annual
Granite Industrial Services - CL 283,Eddie Coleman,Granite Industrial Services,,Inbound,76000,2025-10-14,2025-10-19,2025-11-15,2025-12-06,2026-05-02,25,2025-10-24,14854648,Kevin Brand,AE Set - Inbound,Closed Lost,MM,70500,VP,HVAC Contractor,true,2026-05-06,2026-05-01,0,0%,0%,47.46,New Business,New Business,006DEMO00000000282,0,12,Net 30,Annual
Magnolia Builders - CL 284,Eddie Coleman,Magnolia Builders,Wes Kim,Outbound,28000,2025-07-30,2025-08-02,2025-08-22,2025-10-07,2026-04-02,30,2025-08-13,41825729,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,25800,,Mechanical Contractor,false,2026-05-07,2026-05-10,0,0%,0%,6.17,New Business,New Business,006DEMO00000000283,0,12,Net 30,Annual
Tannery Plumbing Co - CL 285,Eddie Coleman,Tannery Plumbing Co,Avery Greene,6s Intent Signals,17000,2025-10-03,2025-10-05,2025-11-01,2025-12-02,2026-01-21,7,2025-10-19,24076279,Kevin Brand,6s,Closed Lost,MM,13000,C-Level,Plumbing Contractor,false,2026-04-20,2026-05-02,0,0%,0%,5.4,New Business,New Business,006DEMO00000000284,0,12,Net 30,Annual
Magnolia Builders - CL 286,Eddie Coleman,Magnolia Builders,,Inbound,35000,2025-07-15,2025-07-19,2025-08-17,2025-09-10,2025-12-27,36,2025-07-23,11936587,Kevin Brand,AE Set - Inbound,Closed Lost,MM,29200,,Sheet Metal Contractor,true,2026-04-25,2026-05-08,0,0%,0%,24.46,New Business,New Business,006DEMO00000000285,0,12,Net 30,Monthly
Magnolia Builders - CW 287,Tomás Reyes,Magnolia Builders,,Partner,37000,2025-05-31,2025-06-05,2025-07-02,2025-07-22,2025-12-02,51,2025-06-18,50851308,Kevin Brand,Partner,Closed Won,MM,34800,Manager,General Contractor,false,2026-05-01,2026-05-07,0,0%,0%,6.84,New Business,New Business,006DEMO00000000286,100,12,Net 30,Annual
Highline HVAC - CL 288,Tomás Reyes,Highline HVAC,Mira Schultz,6s Intent Signals,30000,2025-07-24,2025-07-29,2025-08-27,2025-10-26,2026-04-17,5,2025-08-12,48546505,Kevin Brand,6s,Closed Lost,MM,28200,Director,Specialty Trades,false,2026-04-30,2026-05-08,0,0%,0%,5.81,New Business,New Business,006DEMO00000000287,0,12,Net 30,Annual
Magnolia Builders - CL 289,Eddie Coleman,Magnolia Builders,,Inbound,21000,2025-10-21,2025-10-23,2025-11-13,2026-01-19,2026-04-03,4,2025-11-03,19985054,Kevin Brand,AE Set - Inbound,Closed Lost,MM,17300,VP,Plumbing Contractor,true,2026-04-19,2026-05-14,0,0%,0%,8.66,New Business,New Business,006DEMO00000000288,0,12,Net 30,Quarterly
Atlas Sheet Metal - NB 290,Tomás Reyes,Atlas Sheet Metal,Avery Greene,Outbound,66000,2026-01-15,2026-01-20,2026-02-07,2026-03-08,2026-09-09,20,2026-01-26,14666468,Kevin Brand,SDR Set - Outbound,Discovery,MM,54300,VP,HVAC Contractor,false,2026-05-02,2026-05-09,0,0%,0%,37.02,New Business,New Business,006DEMO00000000289,25,12,Net 30,Annual
Sentinel HVAC - CL 291,Lauren Park,Sentinel HVAC,,Outbound,68000,2025-06-29,2025-07-03,2025-07-19,2025-09-08,2025-09-25,15,2025-07-08,58068857,Kevin Brand,AE - Self Set,Closed Lost,MM,55100,,Mechanical Contractor,false,2026-05-14,2026-05-06,19720,29%,29%,9.49,New Business,New Business,006DEMO00000000290,0,12,Net 30,Annual
Lakefront Mechanical - CL 292,Eddie Coleman,Lakefront Mechanical,,Partner,34000,2025-05-24,2025-05-29,2025-06-16,2025-07-23,2025-07-14,3,2025-06-01,15223792,Kevin Brand,Partner,Closed Lost,MM,26300,VP,HVAC Contractor,true,2026-04-24,2026-05-05,0,0%,0%,17.28,New Business,New Business,006DEMO00000000291,0,12,Net 30,Quarterly
Crescent HVAC Co - CL 293,Eddie Coleman,Crescent HVAC Co,Mira Schultz,Outbound,50000,2025-06-21,2025-06-25,2025-07-23,2025-08-21,2025-10-28,55,2025-07-09,43142144,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,39400,Director,General Contractor,false,2026-04-18,2026-05-12,9000,18%,18%,9.13,New Business,New Business,006DEMO00000000292,0,12,Net 30,Annual
Foothill Sheet Metal - NB 294,Lauren Park,Foothill Sheet Metal,,Inbound,25000,2025-12-09,2025-12-13,2026-01-12,2026-02-27,2026-07-05,18,2025-12-22,37629712,Kevin Brand,AE Set - Inbound,Qualification,MM,22300,Director,HVAC Contractor,false,2026-04-15,2026-05-13,0,0%,0%,5.93,New Business,New Business,006DEMO00000000293,10,12,Net 30,Monthly
Tannery Plumbing Co - CL 295,Eddie Coleman,Tannery Plumbing Co,Mira Schultz,6s Intent Signals,28000,2025-02-28,2025-03-03,2025-03-21,2025-04-17,2025-06-09,32,2025-03-09,65417215,Kevin Brand,6s,Closed Lost,MM,21100,Manager,HVAC Contractor,true,2026-04-24,2026-05-06,4760,17%,17%,3.23,New Business,New Business,006DEMO00000000294,0,12,Net 30,Annual
Heritage Mechanical - CL 296,Lauren Park,Heritage Mechanical,Avery Greene,6s Intent Signals,67000,2025-02-06,2025-02-08,2025-03-07,2025-04-02,2025-05-17,52,2025-02-10,53173133,Kevin Brand,6s,Closed Lost,MM,53600,VP,HVAC Contractor,false,2026-04-23,2026-05-08,7370,11%,11%,10.08,New Business,New Business,006DEMO00000000295,0,12,Net 30,Annual
Western Ridge Electrical - CW 297,Lauren Park,Western Ridge Electrical,,Inbound,46000,2025-04-29,2025-05-04,2025-05-28,2025-07-08,2025-11-24,49,2025-05-17,13268908,Kevin Brand,AE Set - Inbound,Closed Won,MM,39100,Director,Specialty Trades,false,2026-05-02,2026-05-06,0,0%,0%,29.47,New Business,New Business,006DEMO00000000296,100,12,Net 30,Annual
Foothill Sheet Metal - CL 298,Jamal Whitfield,Foothill Sheet Metal,,Partner,46000,2025-02-13,2025-02-18,2025-03-19,2025-04-09,2025-08-10,56,2025-02-24,25843686,Kevin Brand,Partner,Closed Lost,MM,40700,Manager,HVAC Contractor,true,2026-04-28,2026-05-03,0,0%,0%,15.75,New Business,New Business,006DEMO00000000297,0,12,Net 30,Annual
Heritage Mechanical - CL 299,Tomás Reyes,Heritage Mechanical,Wes Kim,6s Intent Signals,24000,2025-10-07,2025-10-10,2025-10-30,2025-11-28,2025-11-27,31,2025-10-13,11511082,Kevin Brand,6s,Closed Lost,MM,20400,C-Level,HVAC Contractor,false,2026-05-07,2026-05-13,0,0%,0%,17.72,New Business,New Business,006DEMO00000000298,0,12,Net 30,Quarterly
Highline HVAC - CL 300,Lauren Park,Highline HVAC,,Event,73000,2025-06-05,2025-06-09,2025-06-23,2025-08-28,2025-08-07,41,2025-06-22,70652502,Kevin Brand,Event,Closed Lost,MM,59100,,Specialty Trades,false,2026-04-17,2026-05-10,0,0%,0%,8.36,New Business,New Business,006DEMO00000000299,0,12,Net 30,Semi-Annually
Sentinel HVAC - NB 301,Tomás Reyes,Sentinel HVAC,,Inbound,40000,2026-03-31,2026-04-02,2026-04-30,2026-05-24,2026-06-18,55,2026-04-16,54121720,Kevin Brand,AE Set - Inbound,Discovery,MM,33000,VP,Specialty Trades,true,2026-05-02,2026-05-11,0,0%,0%,6.1,New Business,New Business,006DEMO00000000300,25,12,Net 30,Monthly
Briarcliff Trades - NB 302,Jamal Whitfield,Briarcliff Trades,,Partner,55000,2026-02-22,2026-02-23,2026-03-19,2026-04-27,2026-09-05,59,2026-03-06,58109455,Kevin Brand,Partner,Evaluation,MM,44100,C-Level,Sheet Metal Contractor,false,2026-05-07,2026-05-11,9350,17%,17%,7.59,New Business,New Business,006DEMO00000000301,50,12,Net 30,Annual
Driftwood Mechanical - CL 303,Eddie Coleman,Driftwood Mechanical,Mira Schultz,Outbound,30000,2025-03-11,2025-03-13,2025-04-05,2025-05-25,2025-09-21,34,2025-03-19,41349389,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,23600,Director,Plumbing Contractor,false,2026-04-16,2026-05-01,0,0%,0%,5.71,New Business,New Business,006DEMO00000000302,0,12,Net 30,Quarterly
Highline HVAC - NB 304,Jamal Whitfield,Highline HVAC,,Event,51000,2026-03-12,2026-03-16,2026-04-14,2026-05-07,2026-08-10,43,2026-03-20,71132367,Kevin Brand,Event,Evaluation,MM,41500,C-Level,Specialty Trades,true,2026-04-24,2026-05-01,13770,27%,27%,5.83,New Business,New Business,006DEMO00000000303,50,12,Net 30,Semi-Annually
Lakefront Mechanical - CL 305,Eddie Coleman,Lakefront Mechanical,,Event,22000,2025-06-08,2025-06-11,2025-07-10,2025-08-09,2025-08-14,49,2025-06-20,63346405,Kevin Brand,Event,Closed Lost,MM,17500,C-Level,General Contractor,false,2026-05-05,2026-05-12,6600,30%,30%,2.76,New Business,New Business,006DEMO00000000304,0,12,Net 30,Annual
Western Ridge Electrical - CL 306,Tomás Reyes,Western Ridge Electrical,,Outbound,29000,2025-04-18,2025-04-20,2025-05-04,2025-07-15,2025-09-04,46,2025-04-22,31797964,Kevin Brand,AE - Self Set,Closed Lost,MM,26200,C-Level,Sheet Metal Contractor,false,2026-04-16,2026-05-08,10440,36%,36%,8.24,New Business,New Business,006DEMO00000000305,0,12,Net 30,Quarterly
Highline HVAC - CL 307,Lauren Park,Highline HVAC,,Inbound,68000,2025-05-28,2025-05-31,2025-06-30,2025-07-19,2026-01-27,34,2025-06-09,37734290,Kevin Brand,AE Set - Inbound,Closed Lost,MM,52400,VP,General Contractor,true,2026-04-26,2026-05-03,0,0%,0%,13.89,New Business,New Business,006DEMO00000000306,0,12,Net 30,Annual
Heritage Mechanical - CL 308,Jamal Whitfield,Heritage Mechanical,,Inbound,64000,2025-05-23,2025-05-26,2025-06-12,2025-07-10,2026-02-19,4,2025-05-29,59267842,Kevin Brand,AE Set - Inbound,Closed Lost,MM,57900,,Plumbing Contractor,false,2026-04-26,2026-05-13,0,0%,0%,9.77,New Business,New Business,006DEMO00000000307,0,12,Net 30,Semi-Annually
Brookline Trades - NB 309,Tomás Reyes,Brookline Trades,,Event,78000,2026-06-01,2026-06-05,2026-06-27,2026-09-03,2026-06-15,8,2026-06-10,11113933,Kevin Brand,Event,Qualification,MM,67000,,General Contractor,false,2026-04-28,2026-05-08,0,0%,0%,60.28,New Business,New Business,006DEMO00000000308,10,12,Net 30,Semi-Annually
Tannery Plumbing Co - CL 310,Lauren Park,Tannery Plumbing Co,,Webinar,23000,2025-03-19,2025-03-20,2025-04-13,2025-05-16,2025-10-25,13,2025-04-03,60791789,Kevin Brand,Webinar,Closed Lost,MM,21300,,General Contractor,true,2026-04-27,2026-05-06,0,0%,0%,3.5,New Business,New Business,006DEMO00000000309,0,12,Net 30,Semi-Annually
Heritage Mechanical - NB 311,Tomás Reyes,Heritage Mechanical,Mira Schultz,Outbound,21000,2026-05-24,2026-05-26,2026-06-23,2026-07-10,2026-09-09,42,2026-05-30,64046834,Kevin Brand,SDR Set - Outbound,Qualification,MM,15900,,Industrial Services,false,2026-05-13,2026-05-09,8190,39%,39%,2.48,New Business,New Business,006DEMO00000000310,10,12,Net 30,Annual
Briarcliff Trades - CL 312,Eddie Coleman,Briarcliff Trades,Mira Schultz,Outbound,48000,2025-06-08,2025-06-12,2025-06-29,2025-08-20,2025-08-02,56,2025-06-25,6750641,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,45400,Manager,HVAC Contractor,false,2026-05-03,2026-05-04,0,0%,0%,67.25,New Business,New Business,006DEMO00000000311,0,12,Net 30,Monthly
Beacon Industrial - CL 313,Tomás Reyes,Beacon Industrial,,Inbound,72000,2025-03-04,2025-03-08,2025-04-02,2025-04-25,2025-10-25,9,2025-03-13,45357351,Kevin Brand,AE Set - Inbound,Closed Lost,MM,68100,Manager,Specialty Trades,true,2026-04-19,2026-05-11,0,0%,0%,15.01,New Business,New Business,006DEMO00000000312,0,12,Net 30,Monthly
Heritage Mechanical - CL 314,Eddie Coleman,Heritage Mechanical,,Outbound,19000,2025-01-26,2025-01-29,2025-02-18,2025-04-08,2025-10-17,35,2025-02-10,26456887,Kevin Brand,AE - Self Set,Closed Lost,MM,14900,Manager,HVAC Contractor,false,2026-04-16,2026-05-03,0,0%,0%,5.63,New Business,New Business,006DEMO00000000313,0,12,Net 30,Quarterly
Briarcliff Trades - CL 315,Eddie Coleman,Briarcliff Trades,Avery Greene,Outbound,36000,2025-04-19,2025-04-21,2025-05-11,2025-07-06,2025-12-13,4,2025-04-23,35636647,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,27100,C-Level,Specialty Trades,false,2026-04-29,2026-05-09,0,0%,0%,7.6,New Business,New Business,006DEMO00000000314,0,12,Net 30,Annual
Magnolia Builders - NB 316,Eddie Coleman,Magnolia Builders,Mira Schultz,Outbound,16000,2025-12-11,2025-12-15,2026-01-14,2026-03-14,2026-09-10,31,2025-12-21,29895835,Kevin Brand,SDR Set - Outbound,Contracts/Negotiation,MM,14500,,Industrial Services,true,2026-04-27,2026-05-05,0,0%,0%,4.85,New Business,New Business,006DEMO00000000315,75,12,Net 30,Annual
Riverbend Plumbing - CL 317,Eddie Coleman,Riverbend Plumbing,Avery Greene,Outbound,68000,2025-08-19,2025-08-22,2025-09-13,2025-11-17,2026-03-16,16,2025-08-31,46048537,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,54400,,HVAC Contractor,false,2026-04-28,2026-05-13,26520,39%,39%,11.81,New Business,New Business,006DEMO00000000316,0,12,Net 30,Annual
Foothill Sheet Metal - CL 318,Eddie Coleman,Foothill Sheet Metal,,Inbound,18000,2025-01-25,2025-01-26,2025-02-23,2025-04-13,2025-03-23,18,2025-01-30,11327445,Kevin Brand,AE Set - Inbound,Closed Lost,MM,14000,,Electrical Contractor,false,2026-05-01,2026-05-04,0,0%,0%,12.36,New Business,New Business,006DEMO00000000317,0,12,Net 30,Semi-Annually
Anchor Plumbing - CW 319,Lauren Park,Anchor Plumbing,,Inbound,54000,2025-06-12,2025-06-14,2025-07-09,2025-08-01,2025-08-10,17,2025-06-15,32941550,Kevin Brand,AE Set - Inbound,Closed Won,MM,45200,C-Level,General Contractor,true,2026-04-27,2026-05-11,21600,40%,40%,13.72,New Business,New Business,006DEMO00000000318,100,12,Net 30,Quarterly
Tannery Plumbing Co - CL 320,Eddie Coleman,Tannery Plumbing Co,Avery Greene,Outbound,71000,2025-02-27,2025-03-03,2025-03-31,2025-05-18,2025-07-28,49,2025-03-13,49649834,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,58800,VP,General Contractor,false,2026-04-24,2026-05-09,0,0%,0%,11.84,New Business,New Business,006DEMO00000000319,0,12,Net 30,Monthly
Compass Sheet Metal - NB 321,Tomás Reyes,Compass Sheet Metal,Wes Kim,Outbound,18000,2026-01-31,2026-02-05,2026-02-23,2026-04-02,2026-06-27,42,2026-02-08,18450772,Kevin Brand,SDR Set - Outbound,Evaluation,MM,16900,,General Contractor,false,2026-04-22,2026-05-05,0,0%,0%,9.16,New Business,New Business,006DEMO00000000320,50,12,Net 30,Semi-Annually
Steeplechase Electric - CL 322,Lauren Park,Steeplechase Electric,Avery Greene,Outbound,22000,2025-08-27,2025-09-01,2025-09-21,2025-10-26,2025-11-22,39,2025-09-13,11021354,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,19000,C-Level,Plumbing Contractor,true,2026-04-18,2026-05-13,5280,24%,24%,17.24,New Business,New Business,006DEMO00000000321,0,12,Net 30,Annual
Beacon Industrial - NB 323,Lauren Park,Beacon Industrial,Avery Greene,Outbound,65000,2025-12-23,2025-12-26,2026-01-15,2026-03-07,2026-06-16,7,2026-01-06,39211213,Kevin Brand,SDR Set - Outbound,Contracts/Negotiation,MM,51600,C-Level,Electrical Contractor,false,2026-04-22,2026-05-05,24050,37%,37%,13.16,New Business,New Business,006DEMO00000000322,75,12,Net 30,Quarterly
Driftwood Mechanical - CL 324,Tomás Reyes,Driftwood Mechanical,Avery Greene,6s Intent Signals,29000,2025-09-28,2025-10-03,2025-10-24,2025-12-28,2026-03-07,37,2025-10-06,66398114,Kevin Brand,6s,Closed Lost,MM,23500,Director,General Contractor,false,2026-04-16,2026-05-01,0,0%,0%,3.54,New Business,New Business,006DEMO00000000323,0,12,Net 30,Semi-Annually
Pinewood Construction Services - CL 325,Tomás Reyes,Pinewood Construction Services,,Partner,66000,2025-02-12,2025-02-16,2025-03-07,2025-05-05,2025-10-14,49,2025-03-02,11144265,Kevin Brand,Partner,Closed Lost,MM,57700,C-Level,Sheet Metal Contractor,true,2026-04-27,2026-05-08,21120,32%,32%,51.78,New Business,New Business,006DEMO00000000324,0,12,Net 30,Annual
Highline HVAC - CL 326,Lauren Park,Highline HVAC,Wes Kim,Outbound,54000,2025-10-05,2025-10-09,2025-11-03,2026-01-01,2026-05-10,14,2025-10-19,41224881,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,46400,C-Level,HVAC Contractor,false,2026-05-11,2026-05-06,16200,30%,30%,11.26,New Business,New Business,006DEMO00000000325,0,12,Net 30,Monthly
Anchor Plumbing - NB 327,Lauren Park,Anchor Plumbing,,Event,30000,2025-11-24,2025-11-29,2025-12-18,2026-02-05,2026-09-02,22,2025-12-12,56509987,Kevin Brand,Event,Discovery,MM,23900,Director,HVAC Contractor,false,2026-04-25,2026-05-02,0,0%,0%,4.23,New Business,New Business,006DEMO00000000326,25,12,Net 30,Annual
Cascade Mechanical - NB 328,Tomás Reyes,Cascade Mechanical,,Inbound,58000,2026-06-08,2026-06-09,2026-07-06,2026-09-02,2026-07-31,37,2026-06-12,21324217,Kevin Brand,AE Set - Inbound,Evaluation,MM,49700,C-Level,General Contractor,true,2026-05-01,2026-05-08,0,0%,0%,23.31,New Business,New Business,006DEMO00000000327,50,12,Net 30,Monthly
Steeplechase Electric - CL 329,Jamal Whitfield,Steeplechase Electric,,Partner,78000,2025-10-09,2025-10-10,2025-11-01,2025-12-21,2026-05-04,22,2025-10-13,17872585,Kevin Brand,Partner,Closed Lost,MM,64100,Manager,Sheet Metal Contractor,false,2026-05-12,2026-05-04,0,0%,0%,35.86,New Business,New Business,006DEMO00000000328,0,12,Net 30,Monthly
Ironclad Electric - NB 330,Eddie Coleman,Ironclad Electric,,Inbound,79000,2026-05-10,2026-05-14,2026-06-08,2026-08-03,2026-08-21,41,2026-05-27,54611673,Kevin Brand,AE Set - Inbound,Evaluation,MM,71300,C-Level,Plumbing Contractor,false,2026-05-03,2026-05-11,10270,13%,13%,13.06,New Business,New Business,006DEMO00000000329,50,12,Net 30,Monthly
Ironclad Electric - CL 331,Tomás Reyes,Ironclad Electric,Wes Kim,Outbound,68000,2025-04-11,2025-04-13,2025-05-08,2025-06-07,2025-10-20,23,2025-04-20,66651395,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,51100,,Sheet Metal Contractor,true,2026-04-17,2026-05-03,21760,32%,32%,7.67,New Business,New Business,006DEMO00000000330,0,12,Net 30,Annual
Riverbend Plumbing - NB 332,Lauren Park,Riverbend Plumbing,Mira Schultz,Outbound,42000,2026-01-15,2026-01-17,2026-02-08,2026-04-02,2026-08-02,14,2026-01-28,44985325,Kevin Brand,SDR Set - Outbound,Discovery,MM,39500,VP,General Contractor,false,2026-05-05,2026-05-09,9660,23%,23%,8.78,New Business,New Business,006DEMO00000000331,25,12,Net 30,Monthly
Ironclad Electric - NB 333,Lauren Park,Ironclad Electric,Avery Greene,Outbound,40000,2026-02-01,2026-02-04,2026-02-18,2026-05-03,2026-07-04,38,2026-02-14,47314728,Kevin Brand,SDR Set - Outbound,Qualification,MM,34800,Manager,Specialty Trades,false,2026-04-27,2026-05-07,0,0%,0%,7.36,New Business,New Business,006DEMO00000000332,10,12,Net 30,Quarterly
Northwall Builders - CL 334,Lauren Park,Northwall Builders,,Partner,30000,2025-04-16,2025-04-20,2025-05-07,2025-06-11,2025-06-04,22,2025-04-24,59856820,Kevin Brand,Partner,Closed Lost,MM,27100,VP,General Contractor,true,2026-04-27,2026-05-05,10800,36%,36%,4.53,New Business,New Business,006DEMO00000000333,0,12,Net 30,Monthly
Sentinel HVAC - NB 335,Tomás Reyes,Sentinel HVAC,,Inbound,71000,2026-04-12,2026-04-16,2026-05-11,2026-07-08,2026-06-07,26,2026-04-26,8323604,Kevin Brand,AE Set - Inbound,Discovery,MM,65100,,General Contractor,false,2026-04-29,2026-05-13,24140,34%,34%,78.21,New Business,New Business,006DEMO00000000334,25,12,Net 30,Annual
Atlas Sheet Metal - NB 336,Eddie Coleman,Atlas Sheet Metal,,Inbound,47000,2026-04-26,2026-05-01,2026-05-16,2026-06-29,2026-08-29,39,2026-05-13,31964421,Kevin Brand,AE Set - Inbound,Discovery,MM,37600,VP,Electrical Contractor,false,2026-05-11,2026-05-08,7050,15%,15%,11.76,New Business,New Business,006DEMO00000000335,25,12,Net 30,Annual
Magnolia Builders - CW 337,Tomás Reyes,Magnolia Builders,,Inbound,69000,2025-05-31,2025-06-03,2025-06-24,2025-07-30,2026-02-20,28,2025-06-15,40999494,Kevin Brand,AE Set - Inbound,Closed Won,MM,58200,Manager,General Contractor,true,2026-04-20,2026-05-06,0,0%,0%,14.2,New Business,New Business,006DEMO00000000336,100,12,Net 30,Annual
Lakefront Mechanical - CL 338,Jamal Whitfield,Lakefront Mechanical,,Event,43000,2025-02-25,2025-03-01,2025-03-23,2025-04-15,2025-09-27,42,2025-03-05,66275115,Kevin Brand,Event,Closed Lost,MM,40100,Director,HVAC Contractor,false,2026-05-08,2026-05-02,0,0%,0%,6.05,New Business,New Business,006DEMO00000000337,0,12,Net 30,Monthly
Northwall Builders - CW 339,Lauren Park,Northwall Builders,,Inbound,40000,2025-08-03,2025-08-06,2025-08-25,2025-09-20,2026-01-26,21,2025-08-16,38462687,Kevin Brand,AE Set - Inbound,Closed Won,MM,34300,Manager,Electrical Contractor,false,2026-05-06,2026-05-01,0,0%,0%,8.92,New Business,New Business,006DEMO00000000338,100,12,Net 30,Annual
Atlas Sheet Metal - CL 340,Eddie Coleman,Atlas Sheet Metal,,Outbound,27000,2025-11-05,2025-11-08,2025-11-28,2026-01-02,2026-04-15,22,2025-11-22,56538886,Kevin Brand,AE - Self Set,Closed Lost,MM,22400,,Sheet Metal Contractor,true,2026-04-30,2026-05-11,0,0%,0%,3.96,New Business,New Business,006DEMO00000000339,0,12,Net 30,Monthly
Ironclad Electric - CL 341,Tomás Reyes,Ironclad Electric,,Inbound,44000,2025-11-04,2025-11-06,2025-11-21,2025-12-22,2026-02-28,24,2025-11-17,10458019,Kevin Brand,AE Set - Inbound,Closed Lost,MM,37000,Director,Industrial Services,false,2026-04-26,2026-05-14,0,0%,0%,35.38,New Business,New Business,006DEMO00000000340,0,12,Net 30,Annual
Magnolia Builders - CW 342,Tomás Reyes,Magnolia Builders,,Event,20000,2025-02-04,2025-02-07,2025-03-02,2025-04-29,2025-08-07,48,2025-02-18,10129874,Kevin Brand,Event,Closed Won,MM,16600,,Electrical Contractor,false,2026-04-30,2026-05-13,4600,23%,23%,16.39,New Business,New Business,006DEMO00000000341,100,12,Net 30,Annual
Highline HVAC - NB 343,Tomás Reyes,Highline HVAC,,Outbound,72000,2026-01-31,2026-02-05,2026-02-25,2026-04-06,2026-07-08,53,2026-02-06,13285773,Kevin Brand,AE - Self Set,Discovery,MM,57500,C-Level,Electrical Contractor,true,2026-04-21,2026-05-13,0,0%,0%,43.28,New Business,New Business,006DEMO00000000342,25,12,Net 30,Annual
Briarcliff Trades - NB 344,Jamal Whitfield,Briarcliff Trades,,Event,25000,2025-12-28,2025-12-29,2026-01-21,2026-02-18,2026-06-25,55,2026-01-09,12508668,Kevin Brand,Event,Final Approvals,MM,19300,C-Level,General Contractor,false,2026-04-18,2026-05-12,0,0%,0%,15.43,New Business,New Business,006DEMO00000000343,90,12,Net 30,Semi-Annually
Driftwood Mechanical - CL 345,Lauren Park,Driftwood Mechanical,,Inbound,63000,2025-10-16,2025-10-19,2025-11-02,2025-12-05,2026-04-03,53,2025-10-26,55975255,Kevin Brand,AE Set - Inbound,Closed Lost,MM,55000,Director,HVAC Contractor,false,2026-05-04,2026-05-02,3780,6%,6%,9.83,New Business,New Business,006DEMO00000000344,0,12,Net 30,Annual
Whitestone Electric - CL 346,Lauren Park,Whitestone Electric,,Inbound,45000,2025-10-25,2025-10-30,2025-11-24,2025-12-14,2026-02-21,29,2025-11-07,57715207,Kevin Brand,AE Set - Inbound,Closed Lost,MM,36900,Director,Plumbing Contractor,true,2026-05-06,2026-05-06,10350,23%,23%,6.39,New Business,New Business,006DEMO00000000345,0,12,Net 30,Annual
Steeplechase Electric - NB 347,Jamal Whitfield,Steeplechase Electric,Wes Kim,Outbound,30000,2026-05-29,2026-06-01,2026-06-29,2026-07-18,2026-07-14,35,2026-06-05,70289367,Kevin Brand,SDR Set - Outbound,Discovery,MM,24300,Manager,Sheet Metal Contractor,false,2026-05-09,2026-05-13,0,0%,0%,3.46,New Business,New Business,006DEMO00000000346,25,12,Net 30,Annual
Northwall Builders - CW 348,Jamal Whitfield,Northwall Builders,,Inbound,54000,2025-01-13,2025-01-15,2025-01-30,2025-03-29,2025-07-29,51,2025-01-26,10543476,Kevin Brand,AE Set - Inbound,Closed Won,MM,45800,C-Level,Sheet Metal Contractor,false,2026-04-19,2026-05-13,14040,26%,26%,43.44,New Business,New Business,006DEMO00000000347,100,12,Net 30,Annual
